,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,duration1,log_duration,pdays1,log_pdays
36232,24,student,single,high.school,unknown,no,no,cellular,jun,mon,190,1,999,1,failure,-2.9,92.963,-40.8,1.266,5076.2,no,190,5.24702407216049,999,6.90675477864855
11062,50,technician,married,professional.course,unknown,yes,no,telephone,jun,wed,18,20,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no,18,2.89037175789616,999,6.90675477864855
15102,50,blue-collar,married,unknown,unknown,no,no,cellular,jul,thu,114,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no,114,4.7361984483945,999,6.90675477864855
5600,37,admin.,married,high.school,unknown,no,no,telephone,may,mon,74,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no,74,4.30406509320417,999,6.90675477864855
8343,44,blue-collar,single,unknown,unknown,yes,no,telephone,jun,tue,828,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,828,6.71901315438526,999,6.90675477864855
21078,54,technician,married,professional.course,no,yes,yes,cellular,aug,thu,64,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,64,4.15888308335967,999,6.90675477864855
35226,44,blue-collar,married,high.school,no,yes,no,cellular,may,fri,223,2,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no,223,5.40717177146012,999,6.90675477864855
35280,32,technician,married,professional.course,no,yes,yes,cellular,may,fri,10,7,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no,10,2.30258509299405,999,6.90675477864855
13226,28,technician,married,university.degree,no,yes,no,cellular,jul,wed,126,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,126,4.83628190695148,999,6.90675477864855
15528,39,blue-collar,single,basic.4y,unknown,yes,no,telephone,jul,fri,129,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,129,4.85981240436167,999,6.90675477864855
2998,44,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,141,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no,141,4.94875989037817,999,6.90675477864855
18621,33,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,thu,75,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no,75,4.31748811353631,999,6.90675477864855
34705,51,technician,married,professional.course,no,unknown,unknown,cellular,may,thu,1462,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no,1462,7.28756064030972,999,6.90675477864855
29625,53,housemaid,married,basic.6y,unknown,unknown,unknown,cellular,apr,mon,372,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,372,5.91889385427315,999,6.90675477864855
25121,30,admin.,married,high.school,no,no,no,cellular,nov,tue,157,1,999,1,failure,-0.1,93.2,-42,4.153,5195.8,no,157,5.05624580534831,999,6.90675477864855
21972,45,management,married,university.degree,no,yes,no,cellular,aug,wed,113,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,113,4.72738781871234,999,6.90675477864855
24940,39,entrepreneur,married,university.degree,unknown,no,no,cellular,nov,tue,54,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no,54,3.98898404656427,999,6.90675477864855
24192,47,services,divorced,high.school,no,yes,no,cellular,nov,mon,334,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no,334,5.8111409929767,999,6.90675477864855
31346,36,admin.,single,basic.6y,no,yes,no,cellular,may,wed,402,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no,402,5.99645208861902,999,6.90675477864855
4589,22,blue-collar,married,basic.4y,no,unknown,unknown,telephone,may,tue,777,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no,777,6.65544035036765,999,6.90675477864855
8269,38,admin.,married,basic.9y,no,no,yes,telephone,jun,tue,404,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,404,6.00141487796115,999,6.90675477864855
10087,53,entrepreneur,divorced,unknown,no,yes,no,telephone,jun,thu,154,3,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,154,5.03695260241363,999,6.90675477864855
5090,47,admin.,married,high.school,no,no,no,telephone,may,fri,189,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no,189,5.24174701505964,999,6.90675477864855
13022,28,services,married,high.school,no,yes,no,cellular,jul,tue,286,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,286,5.65599181081985,999,6.90675477864855
11862,38,technician,married,professional.course,no,yes,no,telephone,jun,fri,21,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,21,3.04452243772342,999,6.90675477864855
33831,30,blue-collar,married,basic.9y,unknown,no,no,cellular,may,wed,155,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no,155,5.04342511691925,999,6.90675477864855
1914,45,admin.,divorced,basic.9y,unknown,no,no,telephone,may,fri,488,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,488,6.19031540585315,999,6.90675477864855
16256,36,admin.,single,high.school,no,no,yes,cellular,jul,tue,248,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,248,5.51342874616498,999,6.90675477864855
12137,41,blue-collar,married,basic.4y,no,yes,yes,telephone,jun,mon,450,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,450,6.10924758276437,999,6.90675477864855
31165,25,admin.,single,university.degree,no,yes,no,cellular,may,wed,209,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no,209,5.34233425196481,999,6.90675477864855
8332,43,admin.,divorced,university.degree,no,no,no,telephone,jun,tue,356,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,356,5.87493073085203,999,6.90675477864855
23168,35,technician,single,professional.course,no,yes,no,cellular,aug,tue,300,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,300,5.7037824746562,999,6.90675477864855
9777,39,admin.,married,university.degree,no,no,no,telephone,jun,mon,135,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,135,4.90527477843843,999,6.90675477864855
22366,50,admin.,divorced,university.degree,no,yes,no,cellular,aug,thu,129,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,129,4.85981240436167,999,6.90675477864855
38513,26,management,single,university.degree,no,yes,no,cellular,oct,tue,114,1,6,1,success,-3.4,92.431,-26.9,0.728,5017.5,no,114,4.7361984483945,6,1.79175946922805
28283,27,technician,single,basic.9y,no,yes,no,cellular,apr,wed,88,3,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no,88,4.47733681447821,999,6.90675477864855
2131,32,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,1083,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no,1083,6.98749024700099,999,6.90675477864855
7091,37,unemployed,married,university.degree,unknown,no,no,telephone,may,thu,76,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no,76,4.33073334028633,999,6.90675477864855
26987,32,services,married,basic.9y,no,no,no,cellular,nov,thu,476,3,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no,476,6.16541785423142,999,6.90675477864855
989,37,admin.,married,university.degree,no,no,no,telephone,may,wed,209,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no,209,5.34233425196481,999,6.90675477864855
21444,31,technician,married,professional.course,no,no,no,cellular,aug,tue,91,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,91,4.51085950651685,999,6.90675477864855
10418,32,services,married,high.school,no,no,no,telephone,jun,mon,244,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,244,5.4971682252932,999,6.90675477864855
33737,38,self-employed,married,basic.9y,no,no,yes,telephone,may,wed,355,4,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no,355,5.87211778947542,999,6.90675477864855
5230,57,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,fri,163,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no,163,5.09375020080676,999,6.90675477864855
36801,28,admin.,single,university.degree,no,no,no,cellular,jun,mon,114,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no,114,4.7361984483945,999,6.90675477864855
26114,36,blue-collar,single,basic.9y,no,no,yes,telephone,nov,wed,590,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no,590,6.38012253689976,999,6.90675477864855
944,55,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,1581,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no,1581,7.36581283720947,999,6.90675477864855
12347,42,admin.,divorced,university.degree,no,yes,no,telephone,jul,fri,426,3,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no,426,6.05443934626937,999,6.90675477864855
9906,41,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,wed,950,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,950,6.85646198459459,999,6.90675477864855
13153,48,blue-collar,married,basic.4y,no,yes,no,cellular,jul,wed,126,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,126,4.83628190695148,999,6.90675477864855
35937,56,retired,married,high.school,no,no,yes,cellular,may,mon,613,2,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,no,613,6.41836493593621,999,6.90675477864855
17003,30,blue-collar,married,basic.4y,no,yes,no,telephone,jul,thu,553,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,553,6.31535800152233,999,6.90675477864855
32668,52,blue-collar,married,basic.9y,no,no,no,cellular,may,mon,182,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no,182,5.2040066870768,999,6.90675477864855
4810,57,management,married,basic.9y,unknown,yes,no,telephone,may,wed,59,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no,59,4.07753744390572,999,6.90675477864855
25224,36,management,divorced,professional.course,no,no,no,cellular,nov,tue,75,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no,75,4.31748811353631,999,6.90675477864855
5431,35,admin.,married,high.school,unknown,yes,no,telephone,may,fri,162,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no,162,5.08759633523238,999,6.90675477864855
14675,48,blue-collar,married,basic.9y,no,yes,no,cellular,jul,tue,84,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,84,4.43081679884331,999,6.90675477864855
28876,34,blue-collar,married,basic.9y,no,no,no,cellular,apr,thu,340,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no,340,5.82894561761021,999,6.90675477864855
5989,32,technician,single,high.school,no,yes,no,telephone,may,tue,237,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no,237,5.46806014113513,999,6.90675477864855
33242,36,blue-collar,married,basic.4y,no,yes,no,cellular,may,tue,360,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no,360,5.88610403145016,999,6.90675477864855
1264,30,admin.,married,high.school,no,yes,yes,telephone,may,thu,162,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,162,5.08759633523238,999,6.90675477864855
11203,42,entrepreneur,married,basic.9y,unknown,no,no,telephone,jun,thu,143,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,143,4.96284463025991,999,6.90675477864855
13236,45,blue-collar,divorced,basic.4y,no,no,no,cellular,jul,wed,87,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,87,4.46590811865458,999,6.90675477864855
40512,45,technician,married,university.degree,no,no,no,cellular,aug,mon,111,2,999,1,failure,-1.7,94.027,-38.3,0.896,4991.6,no,111,4.70953020131233,999,6.90675477864855
4027,36,admin.,married,high.school,no,no,no,telephone,may,mon,192,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no,192,5.25749537202778,999,6.90675477864855
33671,35,technician,married,professional.course,no,no,no,cellular,may,wed,44,9,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no,44,3.78418963391826,999,6.90675477864855
22464,29,admin.,single,university.degree,no,yes,yes,cellular,aug,fri,33,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,33,3.49650756146648,999,6.90675477864855
34517,28,blue-collar,single,basic.9y,no,no,no,cellular,may,thu,111,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no,111,4.70953020131233,999,6.90675477864855
3519,47,services,married,high.school,no,unknown,unknown,telephone,may,thu,178,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no,178,5.18178355029209,999,6.90675477864855
36209,52,admin.,divorced,university.degree,no,yes,yes,cellular,may,thu,414,3,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,no,414,6.02586597382531,999,6.90675477864855
23286,51,technician,married,high.school,no,yes,no,cellular,aug,wed,360,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,360,5.88610403145016,999,6.90675477864855
11649,35,admin.,married,high.school,no,no,no,telephone,jun,fri,179,21,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,179,5.18738580584075,999,6.90675477864855
8829,31,blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,thu,166,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no,166,5.11198778835654,999,6.90675477864855
29120,40,technician,married,professional.course,no,no,no,cellular,apr,fri,316,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,316,5.75574221358691,999,6.90675477864855
8157,48,admin.,married,professional.course,unknown,no,no,telephone,jun,tue,55,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,55,4.00733318523247,999,6.90675477864855
8050,60,retired,married,basic.4y,unknown,no,no,telephone,jun,mon,223,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,223,5.40717177146012,999,6.90675477864855
34794,31,services,single,high.school,unknown,yes,no,cellular,may,thu,452,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no,452,6.11368217983223,999,6.90675477864855
20848,45,blue-collar,married,basic.6y,unknown,yes,no,cellular,aug,thu,152,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,152,5.02388052084628,999,6.90675477864855
20613,44,management,married,basic.9y,no,yes,no,cellular,aug,wed,244,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,244,5.4971682252932,999,6.90675477864855
35721,45,services,married,high.school,no,no,no,cellular,may,mon,166,2,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,no,166,5.11198778835654,999,6.90675477864855
7727,38,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,84,9,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no,84,4.43081679884331,999,6.90675477864855
17595,56,blue-collar,divorced,unknown,no,no,yes,cellular,jul,mon,117,8,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,117,4.76217393479776,999,6.90675477864855
24646,38,admin.,single,basic.9y,no,yes,yes,cellular,nov,mon,501,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no,501,6.21660610108486,999,6.90675477864855
20753,44,blue-collar,married,basic.4y,unknown,yes,yes,cellular,aug,wed,310,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,310,5.73657229747919,999,6.90675477864855
2492,54,admin.,married,university.degree,no,no,no,telephone,may,tue,172,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no,172,5.14749447681345,999,6.90675477864855
29744,50,admin.,married,high.school,no,no,no,cellular,apr,mon,177,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,177,5.17614973257383,999,6.90675477864855
1667,37,admin.,divorced,university.degree,no,no,no,telephone,may,fri,18,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,18,2.89037175789616,999,6.90675477864855
2143,52,management,married,university.degree,unknown,no,no,telephone,may,mon,268,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no,268,5.59098698051086,999,6.90675477864855
15192,29,unemployed,married,university.degree,no,yes,no,cellular,jul,thu,104,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no,104,4.64439089914137,999,6.90675477864855
30108,34,unknown,married,basic.4y,no,no,no,telephone,apr,mon,151,3,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,no,151,5.01727983681492,999,6.90675477864855
16942,54,technician,married,basic.6y,no,yes,no,cellular,jul,thu,823,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,823,6.71295620067707,999,6.90675477864855
4057,55,admin.,married,university.degree,no,no,no,telephone,may,mon,201,14,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no,201,5.30330490805908,999,6.90675477864855
2767,38,services,married,high.school,no,no,no,telephone,may,wed,483,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no,483,6.18001665365257,999,6.90675477864855
34776,36,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,204,5,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no,204,5.31811999384422,999,6.90675477864855
4594,39,housemaid,married,basic.4y,no,yes,no,telephone,may,tue,54,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no,54,3.98898404656427,999,6.90675477864855
9183,30,services,divorced,high.school,no,yes,no,telephone,jun,fri,56,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,56,4.02535169073515,999,6.90675477864855
22859,52,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,42,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,42,3.73766961828337,999,6.90675477864855
23702,30,admin.,single,university.degree,no,no,no,cellular,aug,thu,165,2,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no,165,5.10594547390058,999,6.90675477864855
15863,26,housemaid,married,basic.4y,no,yes,no,cellular,jul,mon,149,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no,149,5.00394630594546,999,6.90675477864855
29757,32,management,single,university.degree,no,no,no,cellular,apr,mon,333,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,333,5.80814248998044,999,6.90675477864855
32019,36,services,married,high.school,no,no,no,cellular,may,thu,62,2,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no,62,4.12713438504509,999,6.90675477864855
40828,27,admin.,single,high.school,no,no,no,telephone,sep,mon,6,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,no,6,1.79175946922805,999,6.90675477864855
25630,50,blue-collar,married,basic.6y,no,yes,no,cellular,nov,wed,206,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no,206,5.32787616878958,999,6.90675477864855
8904,28,blue-collar,married,basic.4y,no,no,no,telephone,jun,thu,118,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no,118,4.77068462446567,999,6.90675477864855
24444,47,retired,married,high.school,no,yes,no,cellular,nov,mon,240,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no,240,5.48063892334199,999,6.90675477864855
29038,47,admin.,married,high.school,unknown,unknown,unknown,cellular,apr,fri,499,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,499,6.21260609575152,999,6.90675477864855
41183,29,unemployed,single,basic.4y,no,yes,no,cellular,nov,fri,112,1,9,1,success,-1.1,94.767,-50.8,1.028,4963.6,no,112,4.71849887129509,9,2.19722457733622
17514,36,blue-collar,single,basic.9y,no,no,no,cellular,jul,mon,234,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,234,5.4553211153577,999,6.90675477864855
2815,29,services,divorced,high.school,no,no,no,telephone,may,wed,869,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no,869,6.76734312526539,999,6.90675477864855
40324,33,admin.,single,university.degree,no,no,yes,cellular,aug,mon,87,3,999,0,nonexistent,-1.7,94.027,-38.3,0.898,4991.6,no,87,4.46590811865458,999,6.90675477864855
29693,54,technician,married,high.school,no,yes,no,cellular,apr,mon,82,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,82,4.40671924726425,999,6.90675477864855
19127,46,blue-collar,married,basic.9y,no,yes,yes,cellular,aug,tue,704,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,704,6.55677835615804,999,6.90675477864855
34038,35,entrepreneur,married,university.degree,no,yes,no,cellular,may,wed,204,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no,204,5.31811999384422,999,6.90675477864855
14161,32,management,single,university.degree,no,no,no,cellular,jul,mon,173,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,173,5.15329159449778,999,6.90675477864855
27861,26,student,single,high.school,no,no,no,cellular,mar,wed,236,2,999,0,nonexistent,-1.8,92.843,-50,1.602,5099.1,no,236,5.46383180502561,999,6.90675477864855
8589,31,blue-collar,divorced,basic.9y,no,yes,yes,telephone,jun,wed,121,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,121,4.79579054559674,999,6.90675477864855
20383,47,technician,married,professional.course,no,no,no,cellular,aug,tue,364,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,364,5.89715386763674,999,6.90675477864855
26813,39,services,single,university.degree,unknown,yes,no,cellular,nov,thu,43,3,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no,43,3.76120011569356,999,6.90675477864855
